./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;2;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;0;
./results.csv;5.000000;0.500000;0;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;0;
./results.csv;5.000000;0.500000;0;
./results.csv;10.000000;0.500000;1;
./results.csv;10.000000;0.500000;1;
./results.csv;5.000000;1.000000;1;
./results.csv;5.000000;1.000000;1;
./results.csv;5.000000;1.000000;1;
./results.csv;5.000000;1.000000;1;
./results.csv;5.000000;1.000000;1;
./results.csv;5.000000;1.000000;1;
./results.csv;5.000000;1.000000;9;
./results.csv;5.000000;1.000000;9;
./results.csv;5.000000;1.000000;8;
./results.csv;5.000000;1.000000;8;
./results.csv;5.000000;0.500000;6;
./results.csv;5.000000;0.500000;6;
./results.csv;5.000000;0.500000;3;
./results.csv;5.000000;0.500000;3;
./results.csv;5.000000;0.500000;3;
./results.csv;5.000000;0.500000;3;
./results.csv;5.000000;0.500000;3;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;1;
./results.csv;5.000000;0.500000;0;
./results.csv;5.000000;1.000000;2;
./results.csv;5.000000;1.000000;1;
